t_otps,z_otps
17-Sep-2020 19:03:00,-0.092743797325247
17-Sep-2020 20:03:00,0.0484326540924748
17-Sep-2020 21:03:00,0.210411404907861
17-Sep-2020 22:03:00,0.36169078552517
17-Sep-2020 23:03:00,0.470704610021769
18-Sep-2020 00:03:00,0.513551941616246
18-Sep-2020 01:03:00,0.47994856511074
18-Sep-2020 02:03:00,0.375878094950164
18-Sep-2020 03:03:00,0.222299331507871
18-Sep-2020 04:03:00,0.0502594729942669
18-Sep-2020 05:03:00,-0.106381087082882
18-Sep-2020 06:03:00,-0.218851332297969
18-Sep-2020 07:03:00,-0.27007722380301
18-Sep-2020 08:03:00,-0.258353295626925
18-Sep-2020 09:03:00,-0.197142440655538
18-Sep-2020 10:03:00,-0.111058648487483
18-Sep-2020 11:03:00,-0.0290979977031408
18-Sep-2020 12:03:00,0.0230943825456179
18-Sep-2020 13:03:00,0.029915504326647
18-Sep-2020 14:03:00,-0.0102316640890903
18-Sep-2020 15:03:00,-0.0846612376182391
18-Sep-2020 16:03:00,-0.169852457852552
18-Sep-2020 17:03:00,-0.237751197980392
18-Sep-2020 18:03:00,-0.263336877009596
18-Sep-2020 19:03:00,-0.231508953460312
18-Sep-2020 20:03:00,-0.141475338080714
18-Sep-2020 21:03:00,-0.00745685451733984
18-Sep-2020 22:03:00,0.144495537539395
18-Sep-2020 23:03:00,0.282736918253491
19-Sep-2020 00:03:00,0.377708818028423
19-Sep-2020 01:03:00,0.409138627891359
19-Sep-2020 02:03:00,0.370999808108191
19-Sep-2020 03:03:00,0.27302709385705
19-Sep-2020 04:03:00,0.138385363489314
19-Sep-2020 05:03:00,-0.00198994330729899
19-Sep-2020 06:03:00,-0.117004134254792
19-Sep-2020 07:03:00,-0.183024393547606
19-Sep-2020 08:03:00,-0.189519425776296
19-Sep-2020 09:03:00,-0.141266760526902
19-Sep-2020 10:03:00,-0.0566441943208946
19-Sep-2020 11:03:00,0.0374248811559971
19-Sep-2020 12:03:00,0.112501125886559
19-Sep-2020 13:03:00,0.145884251983676
19-Sep-2020 14:03:00,0.126372307797171
19-Sep-2020 15:03:00,0.0571502357184162
19-Sep-2020 16:03:00,-0.0449567802694781
19-Sep-2020 17:03:00,-0.153785389805455
19-Sep-2020 18:03:00,-0.240658057297964
19-Sep-2020 19:03:00,-0.281916417128589
19-Sep-2020 20:03:00,-0.265086682849098
19-Sep-2020 21:03:00,-0.192017942973347
19-Sep-2020 22:03:00,-0.0782791959801214
19-Sep-2020 23:03:00,0.0508323010450676
20-Sep-2020 00:03:00,0.166523414147017
20-Sep-2020 01:03:00,0.243459038062149
20-Sep-2020 02:03:00,0.265880728054919
20-Sep-2020 03:03:00,0.231494817015711
20-Sep-2020 04:03:00,0.152098587221352
